,conversation_id,elo_rating,comparisons_count,updated_condition,overall_empathy,conversation_number,condition,elo_rank,starter
333,20250326091826600527,1296.7731218449032,60,treatment,-4,3,AICoach,334,job loss
334,20250325170247045432,1296.2257162591798,60,treatment,-3,3,AICoach,335,job loss
335,20250326083435877350,1295.4667392719998,57,treatment,-4,2,CoachPlusInfluencer,336,job loss
336,20250326025752146368,1294.6749340542906,57,control,-6,1,AICoach,337,job loss
337,20250325113648177119,1292.932737906274,58,control,-3,1,Control,338,job loss
338,20250325225213239620,1290.9419043323996,61,treatment,-3,2,AICoach,339,job loss
339,20250326100429190932,1290.2902274906974,58,control,-9,1,Control,340,job loss
340,20250325111956110277,1290.1072179155972,58,control,-5,1,AICoach,341,job loss
341,20250325105529499594,1289.2827518285792,59,control,-4,1,Influencer,342,job loss
342,20250326105922228537,1285.9562816458658,58,control,-3,1,CoachPlusInfluencer,343,job loss
343,20250326072743383465,1285.248491436123,58,control,-3,1,CoachPlusInfluencer,344,job loss
344,20250326045652446668,1282.406463436583,58,treatment,-3,3,AICoach,345,job loss
345,20250325212141588392,1280.117122493698,59,control,-4,1,Control,346,job loss
346,20250326093237968777,1278.2208377434142,60,control,-4,1,AICoach,347,job loss
347,20250326164551187901,1275.669530796465,59,treatment,-4,2,CoachPlusInfluencer,348,job loss
348,20250325181912872368,1271.7970497673962,56,control,-2,1,Influencer,349,job loss
349,20250326133714327356,1271.661689850299,59,treatment,-5,3,AICoach,350,job loss
350,20250325145614817609,1270.0883769501804,58,control,-4,1,Control,351,job loss
351,20250329100326542501,1267.0548601649318,59,control,-4,1,Control,352,job loss
352,20250325170454917201,1266.3107867781043,60,treatment,-1,2,CoachPlusInfluencer,353,job loss
353,20250326040233268439,1264.4324373290526,59,treatment,-4,2,AICoach,354,job loss
354,20250326014459134794,1263.9135215783976,60,control,0,1,CoachPlusInfluencer,355,job loss
355,20250325110546975821,1262.7760125514274,61,control,0,1,Influencer,356,job loss
356,20250330155953362997,1259.7772471287324,57,control,-4,1,AICoach,357,job loss
357,20250325161214388366,1258.3484216263664,59,treatment,-5,3,CoachPlusInfluencer,358,job loss
358,20250327061057263660,1257.386331421958,59,control,-5,1,Control,359,job loss
359,20250325170916848780,1254.8657111199138,60,treatment,-4,3,AICoach,360,job loss
360,20250325214215765117,1242.545420483901,60,control,-5,1,Influencer,361,job loss
361,20250326010432451998,1241.0854137316546,57,control,-1,1,AICoach,362,job loss
362,20250325235443555932,1239.378869540689,58,control,-4,1,Control,363,job loss
363,20250326090654365686,1238.7296088955698,59,control,-8,1,Control,364,job loss
364,20250326073203519577,1236.246466438796,58,control,-4,1,Control,365,job loss
365,20250325150345903742,1235.8410007760765,57,treatment,-6,3,AICoach,366,job loss
366,20250325221714423818,1235.6065580249808,57,control,-5,1,CoachPlusInfluencer,367,job loss
367,20250326080315618731,1235.0995608653575,59,control,-3,1,Influencer,368,job loss
368,20250325210738649445,1227.7084643493793,57,treatment,-6,2,AICoach,369,job loss
369,20250326165041201255,1226.556097318703,59,treatment,-2,2,CoachPlusInfluencer,370,job loss
370,20250326141146609664,1226.5488608708129,58,control,-1,1,Influencer,371,job loss
371,20250325185738767462,1225.9374445031635,59,control,-3,1,CoachPlusInfluencer,372,job loss
372,20250326030532271995,1225.5029606786989,58,treatment,-4,2,CoachPlusInfluencer,373,job loss
373,20250325202252372731,1224.5918764710536,58,control,-5,1,Influencer,374,job loss
374,20250325233449249686,1220.7471529965276,57,control,-6,1,CoachPlusInfluencer,375,job loss
375,20250325225943464794,1216.3566308543566,59,treatment,-5,2,CoachPlusInfluencer,376,job loss
376,20250326014242387670,1209.1049043234852,58,treatment,-7,2,AICoach,377,job loss
377,20250326072035090183,1205.7374458400504,58,control,-5,1,CoachPlusInfluencer,378,job loss
378,20250326170234556422,1199.4879583900472,59,control,-6,1,AICoach,379,job loss
379,20250326141108013958,1195.8380765849067,62,control,-6,1,Control,380,job loss
380,20250326011132757380,1191.823514712013,58,control,-6,1,Control,381,job loss
381,20250327055559268798,1191.6721472742531,59,control,-4,1,Influencer,382,job loss
382,20250325163337825941,1188.1947024948176,57,treatment,-2,2,CoachPlusInfluencer,383,job loss
383,20250326002816098161,1183.7871748762122,57,control,-5,1,Control,384,job loss
384,20250325210835197265,1179.6394611940905,58,control,-5,1,CoachPlusInfluencer,385,job loss
385,20250325232508145982,1169.008945782003,58,control,-6,1,Influencer,386,job loss
386,20250325222037923788,1166.626269297904,58,control,-3,1,Influencer,387,job loss
387,20250326040559029501,1164.602478573251,57,control,-3,1,AICoach,388,job loss
388,20250325181705428780,1161.861969916304,58,control,-4,1,CoachPlusInfluencer,389,job loss
389,20250326025939430573,1157.110044523933,59,treatment,-7,2,CoachPlusInfluencer,390,job loss
390,20250326022749940272,1154.2427284817786,57,control,-4,1,Control,391,job loss
391,20250325232827352468,1151.8311330336237,59,control,-6,1,Influencer,392,job loss
392,20250325195954260333,1149.6342791455156,58,control,-7,1,CoachPlusInfluencer,393,job loss
393,20250325122937276754,1141.3948328538868,57,treatment,-11,3,CoachPlusInfluencer,394,job loss
394,20250325155936783909,1141.1234935383522,58,treatment,-6,3,CoachPlusInfluencer,395,job loss
395,20250326072640235222,1135.501160425735,56,treatment,-2,3,AICoach,396,job loss
396,20250326122417559800,1127.272835869067,60,control,-8,1,CoachPlusInfluencer,397,job loss
397,20250326153934115280,1126.3111392138412,59,control,-7,1,Control,398,job loss
398,20250326051455250607,1122.9529589841638,59,control,-1,1,AICoach,399,job loss
399,20250326171101087734,1118.7395112697147,59,treatment,-5,2,CoachPlusInfluencer,400,job loss
400,20250325204700222281,1116.55548087309,57,control,-2,1,CoachPlusInfluencer,401,job loss
401,20250326124106350464,1109.6820769828396,58,control,-5,1,CoachPlusInfluencer,402,job loss
402,20250325191504779981,1097.3792860076178,57,control,-4,1,AICoach,403,job loss
403,20250325204041493716,1089.7377874113456,59,control,-4,1,Influencer,404,job loss
404,20250326105937097860,1066.6486492828326,60,control,-7,1,Control,405,job loss
405,20250326170232898335,1065.9059719831714,58,treatment,-8,3,AICoach,406,job loss
406,20250325133727407498,1062.0690958737182,58,control,-3,1,AICoach,407,job loss
407,20250325194149344701,1057.3895072684868,59,treatment,-4,2,CoachPlusInfluencer,408,job loss
0,20250325112907330837,1972.057776016845,59,treatment,12,3,AICoach,1,loss dad
1,20250325224754883884,1970.289747413616,61,treatment,12,2,CoachPlusInfluencer,2,loss dad
2,20250326005722305852,1931.620241544338,62,treatment,9,2,CoachPlusInfluencer,3,loss dad
3,20250326140919535871,1925.975249733686,58,treatment,12,2,CoachPlusInfluencer,4,loss dad
4,20250326063548634751,1922.851407286268,60,treatment,12,2,AICoach,5,loss dad
5,20250326064124145563,1917.0454551205155,60,treatment,11,2,AICoach,6,loss dad
6,20250325211645962449,1912.6326614237285,63,control,7,1,Influencer,7,loss dad
7,20250329215632701990,1910.8114619496916,59,control,7,1,CoachPlusInfluencer,8,loss dad
8,20250325183828508109,1908.1755200932844,60,control,10,1,AICoach,9,loss dad
9,20250325172338957555,1905.4468749825755,62,treatment,11,3,CoachPlusInfluencer,10,loss dad
10,20250325235341751974,1892.1650599529503,60,treatment,11,2,AICoach,11,loss dad
11,20250326130658484744,1888.5794440178577,60,treatment,7,3,CoachPlusInfluencer,12,loss dad
12,20250326051923947763,1883.0413596074816,60,control,8,1,Influencer,13,loss dad
13,20250325143535775261,1870.909277923668,62,control,10,1,Control,14,loss dad
14,20250326052618116344,1870.4844353640117,59,treatment,10,2,CoachPlusInfluencer,15,loss dad
15,20250326100050219963,1864.181366011651,59,control,11,1,Influencer,16,loss dad
16,20250326083403073817,1855.4055454683653,59,treatment,11,3,AICoach,17,loss dad
17,20250325223915182925,1854.3310375650897,59,control,7,1,CoachPlusInfluencer,18,loss dad
18,20250326085533998784,1847.0023771593892,60,treatment,7,3,CoachPlusInfluencer,19,loss dad
19,20250326055319537244,1842.795709824081,59,treatment,11,2,AICoach,20,loss dad
20,20250325203910919171,1839.5369613601551,60,control,11,1,CoachPlusInfluencer,21,loss dad
21,20250326162724464464,1837.7445677675903,59,control,11,1,AICoach,22,loss dad
22,20250326032426005308,1825.1574606099084,60,treatment,8,3,CoachPlusInfluencer,23,loss dad
23,20250327020602567462,1824.6624921498749,60,treatment,7,2,CoachPlusInfluencer,24,loss dad
24,20250325175445691577,1814.0279169951243,61,treatment,8,2,CoachPlusInfluencer,25,loss dad
25,20250325174335459201,1808.3897425045784,58,treatment,7,2,AICoach,26,loss dad
26,20250326052606014966,1806.0353597277376,60,control,8,1,Control,27,loss dad
27,20250325121539115654,1805.5818911199217,60,control,10,1,AICoach,28,loss dad
28,20250325120700038227,1803.3988595167175,61,treatment,9,2,CoachPlusInfluencer,29,loss dad
29,20250329214823660821,1802.1970379110144,59,treatment,10,3,AICoach,30,loss dad
30,20250326041909577341,1801.6770679306735,58,control,4,1,CoachPlusInfluencer,31,loss dad
31,20250325235101896264,1800.8896427316067,62,control,8,1,AICoach,32,loss dad
32,20250329211726054937,1800.6295404323248,60,control,8,1,AICoach,33,loss dad
33,20250325193656832939,1797.7707196125284,61,control,11,1,AICoach,34,loss dad
34,20250326063129649991,1794.9246126742034,61,control,8,1,Influencer,35,loss dad
35,20250325141608013338,1791.081361496692,60,control,7,1,Control,36,loss dad
36,20250325174407277689,1788.3929508361014,58,control,5,1,Influencer,37,loss dad
37,20250326101419186705,1780.6663931888177,59,treatment,6,3,CoachPlusInfluencer,38,loss dad
38,20250326004255291809,1774.8480400244534,59,treatment,6,3,AICoach,39,loss dad
39,20250326031959341445,1774.6164866828826,58,treatment,10,2,CoachPlusInfluencer,40,loss dad
40,20250325153743237861,1772.8896227391697,60,treatment,4,3,AICoach,41,loss dad
41,20250325191548118430,1771.9089964348752,61,control,11,1,AICoach,42,loss dad
42,20250325163344597303,1770.669056604838,61,treatment,10,3,CoachPlusInfluencer,43,loss dad
43,20250326062751710453,1769.495419971072,61,control,5,1,Influencer,44,loss dad
44,20250326123250625937,1765.211589141512,62,control,8,1,Influencer,45,loss dad
45,20250325134404082182,1764.679579154599,58,control,7,1,Control,46,loss dad
46,20250325204442772795,1758.3704903180214,60,treatment,11,2,CoachPlusInfluencer,47,loss dad
47,20250326161932610626,1756.9043484323386,60,control,0,1,CoachPlusInfluencer,48,loss dad
48,20250326040514286817,1754.7224175626557,63,treatment,7,2,CoachPlusInfluencer,49,loss dad
49,20250325211151265604,1749.734803370333,61,control,6,1,Influencer,50,loss dad
50,20250327075126720282,1749.177262356924,60,treatment,5,3,AICoach,51,loss dad
51,20250326103359925158,1748.6814931834629,63,treatment,11,2,AICoach,52,loss dad
52,20250326085702445736,1744.889003721183,61,treatment,10,3,AICoach,53,loss dad
53,20250325135819022486,1744.2944027822368,60,control,9,1,Control,54,loss dad
54,20250326162624537490,1735.351788692386,61,treatment,6,3,CoachPlusInfluencer,55,loss dad
55,20250326100117937468,1733.5274436101363,59,treatment,8,2,CoachPlusInfluencer,56,loss dad
56,20250326114729029466,1730.3084712822022,62,treatment,8,2,AICoach,57,loss dad
57,20250326005928769399,1729.2719232811965,60,treatment,8,3,CoachPlusInfluencer,58,loss dad
58,20250326202219560751,1724.4242481734454,60,treatment,9,3,CoachPlusInfluencer,59,loss dad
59,20250326011329196487,1724.0993255860153,59,treatment,10,2,CoachPlusInfluencer,60,loss dad
60,20250329215530443241,1722.9230762768195,60,treatment,-1,2,AICoach,61,loss dad
61,20250326154849221811,1721.8356423987457,60,treatment,4,3,AICoach,62,loss dad
62,20250326093947477679,1718.5215467490698,60,treatment,2,2,CoachPlusInfluencer,63,loss dad
63,20250326162857023303,1717.5550444667172,61,treatment,9,3,CoachPlusInfluencer,64,loss dad
64,20250325155828963238,1706.8493679322207,59,treatment,6,2,AICoach,65,loss dad
65,20250325144258948820,1705.4537462904102,60,control,6,1,Influencer,66,loss dad
66,20250326082911035189,1705.1409443536031,59,treatment,7,2,CoachPlusInfluencer,67,loss dad
67,20250325183112908970,1703.040497045491,61,treatment,6,3,AICoach,68,loss dad
68,20250326152613898277,1702.9517374143338,58,control,7,1,Control,69,loss dad
69,20250325215156701197,1700.5077617419986,60,treatment,4,3,AICoach,70,loss dad
70,20250326143613005674,1700.2938261794734,58,treatment,4,3,CoachPlusInfluencer,71,loss dad
71,20250326145028100272,1699.95425826898,59,treatment,7,2,AICoach,72,loss dad
72,20250325115713730734,1697.916509951517,61,treatment,2,2,AICoach,73,loss dad
73,20250326044043641147,1696.2163572041702,58,treatment,6,2,CoachPlusInfluencer,74,loss dad
74,20250326075316426923,1695.7347286766412,60,control,3,1,Influencer,75,loss dad
75,20250326151811677717,1695.644987288725,60,treatment,6,2,CoachPlusInfluencer,76,loss dad
76,20250326030045194557,1694.9860912381937,61,treatment,4,3,CoachPlusInfluencer,77,loss dad
77,20250326002639152372,1694.309510313867,61,control,-3,1,CoachPlusInfluencer,78,loss dad
78,20250326112808079470,1692.3966200970683,60,treatment,-3,2,AICoach,79,loss dad
79,20250331093700414788,1691.1055882165704,59,control,4,1,AICoach,80,loss dad
80,20250326093658312212,1689.518588092688,62,treatment,6,2,AICoach,81,loss dad
81,20250326075653090372,1685.6810258918722,60,treatment,2,2,AICoach,82,loss dad
82,20250326091807312443,1684.3912851887435,61,treatment,5,2,AICoach,83,loss dad
83,20250325230015579206,1681.8474774496526,59,treatment,7,3,CoachPlusInfluencer,84,loss dad
84,20250325205227218687,1681.5776466810516,59,treatment,6,2,CoachPlusInfluencer,85,loss dad
85,20250325213637436858,1680.0777655386005,59,treatment,6,3,AICoach,86,loss dad
86,20250326105737567139,1678.7324412853072,58,treatment,5,2,CoachPlusInfluencer,87,loss dad
87,20250326011615946479,1677.8187613535729,60,treatment,8,3,CoachPlusInfluencer,88,loss dad
88,20250325201516248668,1675.228462575794,60,control,0,1,AICoach,89,loss dad
89,20250326142629137562,1674.9848107326034,59,control,-1,1,AICoach,90,loss dad
90,20250326122114253653,1671.8589450078366,63,control,-1,1,CoachPlusInfluencer,91,loss dad
91,20250326105245865481,1670.7165424391976,61,treatment,4,3,AICoach,92,loss dad
92,20250326020842061438,1670.3594033633674,63,control,8,1,AICoach,93,loss dad
93,20250326062114801971,1668.9591231977486,59,treatment,-1,2,AICoach,94,loss dad
94,20250325164440951848,1668.4103975032135,58,control,7,1,AICoach,95,loss dad
95,20250325220515948905,1668.3512153699176,58,control,2,1,AICoach,96,loss dad
96,20250326005601997204,1667.9913350083373,59,treatment,6,3,CoachPlusInfluencer,97,loss dad
97,20250329214901617168,1667.8926052805812,62,treatment,6,3,CoachPlusInfluencer,98,loss dad
98,20250326090217286428,1665.49531243117,61,control,2,1,Control,99,loss dad
99,20250326021720838926,1663.8264232169724,59,treatment,2,2,AICoach,100,loss dad
100,20250325184738091877,1663.7009633802438,60,treatment,5,2,CoachPlusInfluencer,101,loss dad
101,20250325213622799129,1660.740221605599,59,treatment,3,3,CoachPlusInfluencer,102,loss dad
102,20250326140430940918,1660.471809431034,62,treatment,2,3,CoachPlusInfluencer,103,loss dad
103,20250326115511046320,1660.0210771327704,63,treatment,3,2,CoachPlusInfluencer,104,loss dad
104,20250326085819348701,1655.3494122976483,60,treatment,3,3,CoachPlusInfluencer,105,loss dad
105,20250326140054893401,1649.276063128596,61,control,2,1,AICoach,106,loss dad
106,20250326042159040355,1645.8126001754342,60,treatment,7,3,CoachPlusInfluencer,107,loss dad
107,20250325191946697578,1641.4497184201168,60,treatment,5,3,CoachPlusInfluencer,108,loss dad
108,20250326092005377720,1637.4267213447758,59,treatment,7,2,AICoach,109,loss dad
109,20250329210943111598,1637.096694136742,62,control,3,1,CoachPlusInfluencer,110,loss dad
110,20250325213010856696,1634.7932074568023,58,treatment,7,3,AICoach,111,loss dad
111,20250326062707503660,1634.7620208340802,60,control,2,1,CoachPlusInfluencer,112,loss dad
112,20250329215914564599,1632.3410997169217,60,control,0,1,Control,113,loss dad
113,20250326122200789854,1629.134353053498,61,treatment,4,3,CoachPlusInfluencer,114,loss dad
114,20250325213842599424,1624.7595997331675,58,treatment,3,2,CoachPlusInfluencer,115,loss dad
115,20250325215142602111,1623.817589247547,59,treatment,6,2,AICoach,116,loss dad
116,20250326000003979262,1623.384404036527,59,treatment,5,3,AICoach,117,loss dad
117,20250326223849746386,1622.7411225556216,60,treatment,6,2,CoachPlusInfluencer,118,loss dad
118,20250325154150019305,1620.8186076028826,59,control,2,1,AICoach,119,loss dad
119,20250325121022768431,1620.570205701135,62,control,-1,1,CoachPlusInfluencer,120,loss dad
120,20250329222049553717,1620.222533310476,63,treatment,5,2,CoachPlusInfluencer,121,loss dad
121,20250326073441396537,1618.5831051520374,60,treatment,3,3,CoachPlusInfluencer,122,loss dad
122,20250326021238200954,1616.9886055435743,59,treatment,5,3,AICoach,123,loss dad
123,20250326081550779571,1616.7842913973366,60,control,3,1,Influencer,124,loss dad
124,20250325135322460328,1615.8413147810709,60,treatment,2,3,AICoach,125,loss dad
125,20250326080529790922,1614.017138400958,60,treatment,5,2,AICoach,126,loss dad
126,20250326065414936874,1613.7678459760562,62,control,5,1,Control,127,loss dad
127,20250325113536825648,1613.270535802956,61,treatment,2,2,CoachPlusInfluencer,128,loss dad
128,20250326065734487626,1608.3512289232683,61,treatment,4,2,CoachPlusInfluencer,129,loss dad
129,20250326020452876582,1607.282232942964,60,treatment,4,3,CoachPlusInfluencer,130,loss dad
130,20250326200328798710,1603.4411788962884,60,control,-1,1,Control,131,loss dad
131,20250326163929725939,1603.178505446221,60,treatment,1,3,CoachPlusInfluencer,132,loss dad
132,20250326170152338142,1602.5343379421909,60,treatment,2,3,CoachPlusInfluencer,133,loss dad
133,20250326114201908981,1602.2991758272838,59,control,-1,1,AICoach,134,loss dad
134,20250325220555273292,1601.412348573577,61,control,2,1,Control,135,loss dad
135,20250326055612235278,1600.9621505898403,58,treatment,8,3,CoachPlusInfluencer,136,loss dad
136,20250326032717902463,1600.9105201622438,60,treatment,3,2,AICoach,137,loss dad
137,20250325194415053524,1597.3601431497905,61,treatment,0,2,AICoach,138,loss dad
138,20250326170010406884,1597.358722084789,61,control,4,1,Control,139,loss dad
139,20250325185300143918,1597.3219624008225,58,treatment,2,2,CoachPlusInfluencer,140,loss dad
140,20250325134906815536,1596.943317328314,58,treatment,2,2,AICoach,141,loss dad
141,20250326053152614961,1596.8946994782718,60,treatment,5,3,CoachPlusInfluencer,142,loss dad
142,20250326204654612349,1596.4752377828784,58,control,2,1,CoachPlusInfluencer,143,loss dad
143,20250327023751467820,1595.6730452839697,57,treatment,1,2,AICoach,144,loss dad
144,20250326154756066967,1592.9412542281582,62,treatment,3,2,AICoach,145,loss dad
145,20250326144729904682,1590.9800968717025,61,treatment,5,3,CoachPlusInfluencer,146,loss dad
146,20250325161703610931,1590.5126555167417,60,control,0,1,CoachPlusInfluencer,147,loss dad
147,20250325152226704331,1588.2380335402702,60,treatment,5,2,CoachPlusInfluencer,148,loss dad
148,20250325212940241647,1585.9672747560016,60,control,2,1,CoachPlusInfluencer,149,loss dad
149,20250325141458905822,1583.6429206174078,62,control,-1,1,Influencer,150,loss dad
150,20250326164926970118,1572.2326315421717,60,treatment,2,2,AICoach,151,loss dad
151,20250326014754672242,1572.1674071719683,59,control,6,1,AICoach,152,loss dad
152,20250326170635244420,1571.6629197123757,59,control,2,1,CoachPlusInfluencer,153,loss dad
153,20250326201215221791,1571.0296899286675,61,control,1,1,Influencer,154,loss dad
154,20250325172927398585,1568.8592198602648,59,control,1,1,CoachPlusInfluencer,155,loss dad
155,20250329231011232363,1568.8052678334243,60,treatment,0,3,AICoach,156,loss dad
156,20250325145819670968,1566.986481620223,58,control,1,1,Control,157,loss dad
157,20250329212206695115,1566.214246009284,61,treatment,2,2,CoachPlusInfluencer,158,loss dad
158,20250325122353051257,1566.003832712223,61,control,2,1,AICoach,159,loss dad
159,20250325175928110437,1565.779459254985,60,control,-1,1,CoachPlusInfluencer,160,loss dad
160,20250326132120626242,1563.4930611592968,62,control,3,1,CoachPlusInfluencer,161,loss dad
161,20250325171000179103,1560.55011851899,61,control,0,1,Control,162,loss dad
162,20250325122629870690,1555.9054940212889,60,control,-4,1,Influencer,163,loss dad
163,20250326045643806200,1553.967775604962,60,treatment,6,3,CoachPlusInfluencer,164,loss dad
164,20250326124522931148,1553.8293597874908,61,control,-1,1,Influencer,165,loss dad
165,20250403105002407529,1553.08696841528,61,control,-1,1,AICoach,166,loss dad
166,20250326162402196614,1548.672297506807,58,control,2,1,Control,167,loss dad
167,20250325182250888126,1548.0833382763387,61,treatment,-2,2,CoachPlusInfluencer,168,loss dad
168,20250326041149181700,1545.050320965268,60,treatment,0,3,CoachPlusInfluencer,169,loss dad
169,20250326161403409438,1544.3697789010089,61,control,-2,1,AICoach,170,loss dad
170,20250325144203064134,1542.503861678945,64,control,3,1,Control,171,loss dad
171,20250329221407321700,1542.064804559424,60,control,2,1,Control,172,loss dad
172,20250325114102133462,1540.43082673607,62,control,1,1,AICoach,173,loss dad
173,20250326103328302678,1540.035097306406,59,control,-3,1,Control,174,loss dad
174,20250326002436352371,1536.9528615531642,61,control,-3,1,AICoach,175,loss dad
175,20250325232833816977,1536.371645628085,63,treatment,5,3,CoachPlusInfluencer,176,loss dad
176,20250331132659189545,1531.6047818798352,59,treatment,1,3,CoachPlusInfluencer,177,loss dad
177,20250329213615230775,1530.3818939589696,58,control,-4,1,Control,178,loss dad
178,20250325201103168677,1530.0667175439385,60,treatment,-2,3,AICoach,179,loss dad
179,20250326200237744421,1529.295223254487,59,control,3,1,CoachPlusInfluencer,180,loss dad
180,20250326034110907206,1527.7578433382876,61,control,6,1,Control,181,loss dad
181,20250325201335615258,1527.140377288737,60,control,2,1,AICoach,182,loss dad
182,20250326014039424115,1526.0657830843138,61,control,-1,1,Control,183,loss dad
183,20250325154722849126,1525.8380476019388,60,control,-2,1,AICoach,184,loss dad
184,20250326002050938224,1521.03166089276,61,control,-3,1,Control,185,loss dad
185,20250326075601200335,1518.4018263853482,63,treatment,3,3,CoachPlusInfluencer,186,loss dad
186,20250326041807812886,1518.2552550090209,61,treatment,0,2,CoachPlusInfluencer,187,loss dad
187,20250326093001096228,1512.1656910198624,59,control,2,1,Influencer,188,loss dad
188,20250326104216389944,1506.4485956904643,61,treatment,-3,2,AICoach,189,loss dad
189,20250326151343458865,1505.07890586633,59,treatment,-2,3,AICoach,190,loss dad
190,20250326121014467424,1504.1741152771133,61,control,-2,1,AICoach,191,loss dad
191,20250326132422510511,1501.6339976761824,60,treatment,2,3,AICoach,192,loss dad
192,20250325191803835906,1499.759093911216,60,treatment,5,3,CoachPlusInfluencer,193,loss dad
193,20250327030635369131,1498.1184219023908,60,treatment,1,3,AICoach,194,loss dad
194,20250326100143383702,1495.294971964748,60,control,-4,1,CoachPlusInfluencer,195,loss dad
195,20250326221305662989,1493.302889295362,61,control,-1,1,Influencer,196,loss dad
196,20250326152527700478,1493.2889691411265,61,treatment,1,2,AICoach,197,loss dad
197,20250325222042154884,1492.9629399151795,61,control,0,1,Influencer,198,loss dad
198,20250326154249954971,1492.3782189947565,59,control,-2,1,Influencer,199,loss dad
199,20250326160435467475,1490.678999446718,60,control,-2,1,Control,200,loss dad
200,20250326110746159845,1489.2677719229573,61,treatment,1,2,CoachPlusInfluencer,201,loss dad
201,20250329223356716443,1489.119611958428,58,treatment,0,2,CoachPlusInfluencer,202,loss dad
202,20250325114044390882,1486.483112327952,59,control,-4,1,CoachPlusInfluencer,203,loss dad
203,20250325160504534304,1485.34643943804,61,treatment,1,2,AICoach,204,loss dad
204,20250325191517802174,1483.340519232874,60,control,-1,1,Control,205,loss dad
205,20250325153107438146,1481.4943593558276,61,treatment,7,3,CoachPlusInfluencer,206,loss dad
206,20250325204814575741,1480.5700539020756,59,treatment,4,2,AICoach,207,loss dad
207,20250325222523069739,1477.8046828539111,58,treatment,1,3,CoachPlusInfluencer,208,loss dad
208,20250325125243038834,1477.2930059495116,58,control,1,1,AICoach,209,loss dad
209,20250325155843564282,1476.4188119980136,60,treatment,4,2,AICoach,210,loss dad
210,20250326115554381784,1475.807334700547,59,control,0,1,AICoach,211,loss dad
211,20250325215442205644,1475.1591675890595,61,treatment,-1,2,CoachPlusInfluencer,212,loss dad
212,20250326165212242174,1474.9756630430093,60,treatment,2,3,CoachPlusInfluencer,213,loss dad
213,20250326163748887214,1473.9441391600303,58,treatment,-1,2,CoachPlusInfluencer,214,loss dad
214,20250325135406476977,1473.158608737022,60,control,-2,1,Influencer,215,loss dad
215,20250325231151172377,1473.0958368868105,59,treatment,-1,3,CoachPlusInfluencer,216,loss dad
216,20250326092116446985,1472.031979011282,60,control,-4,1,Control,217,loss dad
217,20250326144709899362,1469.6381383103128,59,treatment,5,2,AICoach,218,loss dad
218,20250325221514178686,1463.1746576711855,59,treatment,1,3,AICoach,219,loss dad
219,20250326104536423349,1461.8428868385809,59,treatment,3,2,AICoach,220,loss dad
220,20250327083151897929,1459.7579591776775,59,control,-3,1,AICoach,221,loss dad
221,20250326094958315970,1456.992693421838,59,treatment,-2,3,AICoach,222,loss dad
222,20250326040841300653,1455.7378169627311,62,control,0,1,AICoach,223,loss dad
223,20250325163612380507,1454.8230939902626,61,treatment,2,2,CoachPlusInfluencer,224,loss dad
224,20250326114006190686,1452.8862082856783,61,control,0,1,Influencer,225,loss dad
225,20250325224929694849,1452.8244729887183,59,control,-1,1,CoachPlusInfluencer,226,loss dad
226,20250326105648065587,1451.801081547597,59,control,-5,1,AICoach,227,loss dad
227,20250325141027592514,1449.7002625533423,60,control,-4,1,Control,228,loss dad
228,20250325144416054893,1445.4001220697144,61,treatment,5,2,CoachPlusInfluencer,229,loss dad
229,20250325210917868575,1443.847957182312,60,treatment,2,3,CoachPlusInfluencer,230,loss dad
230,20250326160344273465,1443.4221061645435,59,control,-2,1,AICoach,231,loss dad
231,20250326202015836180,1442.5277726984284,59,treatment,0,3,CoachPlusInfluencer,232,loss dad
232,20250329213015143816,1440.7669768918834,61,treatment,-3,2,CoachPlusInfluencer,233,loss dad
233,20250325194818701441,1440.1663578078767,60,control,-3,1,AICoach,234,loss dad
234,20250329214858298951,1435.273647602451,59,control,0,1,AICoach,235,loss dad
235,20250325170250053279,1434.7701617930934,60,control,-2,1,Influencer,236,loss dad
236,20250325220253124763,1433.9941101138202,60,control,0,1,Influencer,237,loss dad
237,20250325220854623532,1431.6479103482086,60,control,-4,1,Influencer,238,loss dad
238,20250326005616517787,1426.0835507269448,60,control,-3,1,Influencer,239,loss dad
239,20250326011027744978,1424.932458123844,60,treatment,-1,2,AICoach,240,loss dad
240,20250329222617327646,1424.76776325861,61,control,-1,1,Influencer,241,loss dad
241,20250326062958560154,1424.227303953959,58,control,-3,1,AICoach,242,loss dad
242,20250325221433020605,1422.6176599991268,60,treatment,-4,2,CoachPlusInfluencer,243,loss dad
243,20250325132207986502,1421.951317344452,59,control,-4,1,Influencer,244,loss dad
244,20250326172323400918,1421.0732975849494,60,treatment,5,3,CoachPlusInfluencer,245,loss dad
245,20250326043829088417,1421.0000703474125,61,control,2,1,Influencer,246,loss dad
246,20250326101748799976,1418.1766374916424,60,treatment,3,2,CoachPlusInfluencer,247,loss dad
247,20250326225908275592,1416.1238005673629,60,control,-4,1,CoachPlusInfluencer,248,loss dad
248,20250325111608698621,1415.9000688587766,59,treatment,-3,3,CoachPlusInfluencer,249,loss dad
249,20250325140724924432,1414.9817366107695,63,treatment,0,3,AICoach,250,loss dad
250,20250326150324509401,1414.0702195606343,59,treatment,0,3,CoachPlusInfluencer,251,loss dad
251,20250325232526719760,1412.9524412481408,62,treatment,0,2,CoachPlusInfluencer,252,loss dad
252,20250325124733271208,1410.8414937187854,59,treatment,1,2,AICoach,253,loss dad
